Organism Group,Name,Name Link,Taxonomy Link,Growth media,Growth Media Links,External Links
Bacterium,Azotobacter vinelandii DSM 395,https://mediadive.dsmz.de/strains/view/DSM 395,https://mediadive.dsmz.de/taxonomy?level=species&item=Azotobacter vinelandii,"['3', '441']","['https://mediadive.dsmz.de/medium/3', 'https://mediadive.dsmz.de/medium/441']","['https://www.dsmz.de/collection/catalogue/details/culture/DSM-395', 'https://bacdive.dsmz.de/strain/12745']"
Bacterium,Lysinibacillus sphaericus DSM 396,https://mediadive.dsmz.de/strains/view/DSM 396,https://mediadive.dsmz.de/taxonomy?level=species&item=Lysinibacillus sphaericus,['1'],['https://mediadive.dsmz.de/medium/1'],"['https://www.dsmz.de/collection/catalogue/details/culture/DSM-396', 'https://bacdive.dsmz.de/strain/1526']"
Bacterium,Azotobacter chroococcum DSM 398,https://mediadive.dsmz.de/strains/view/DSM 398,https://mediadive.dsmz.de/taxonomy?level=species&item=Azotobacter chroococcum,"['3', '441']","['https://mediadive.dsmz.de/medium/3', 'https://mediadive.dsmz.de/medium/441']","['https://www.dsmz.de/collection/catalogue/details/culture/DSM-398', 'https://bacdive.dsmz.de/strain/12735']"
Bacterium,Azotobacter vinelandii DSM 399,https://mediadive.dsmz.de/strains/view/DSM 399,https://mediadive.dsmz.de/taxonomy?level=species&item=Azotobacter vinelandii,"['3', '441']","['https://mediadive.dsmz.de/medium/3', 'https://mediadive.dsmz.de/medium/441']","['https://www.dsmz.de/collection/catalogue/details/culture/DSM-399', 'https://bacdive.dsmz.de/strain/12746']"
Bacterium,Azorhizophilus paspali DSM 400,https://mediadive.dsmz.de/strains/view/DSM 400,https://mediadive.dsmz.de/taxonomy?level=species&item=Azorhizophilus paspali,"['3', '441']","['https://mediadive.dsmz.de/medium/3', 'https://mediadive.dsmz.de/medium/441']","['https://www.dsmz.de/collection/catalogue/details/culture/DSM-400', 'https://bacdive.dsmz.de/strain/12706']"
Bacterium,Bacillus subtilis DSM 402,https://mediadive.dsmz.de/strains/view/DSM 402,https://mediadive.dsmz.de/taxonomy?level=species&item=Bacillus subtilis,"['1', 'J22']","['https://mediadive.dsmz.de/medium/1', 'https://mediadive.dsmz.de/medium/J22']","['https://www.dsmz.de/collection/catalogue/details/culture/DSM-402', 'https://bacdive.dsmz.de/strain/1156']"
Bacterium,Bacillus sp. DSM 405,https://mediadive.dsmz.de/strains/view/DSM 405,https://mediadive.dsmz.de/taxonomy?level=species&item=Bacillus sp.,['1'],['https://mediadive.dsmz.de/medium/1'],"['https://www.dsmz.de/collection/catalogue/details/culture/DSM-405', 'https://bacdive.dsmz.de/strain/825']"
Bacterium,Bacillus sp. DSM 406,https://mediadive.dsmz.de/strains/view/DSM 406,https://mediadive.dsmz.de/taxonomy?level=species&item=Bacillus sp.,"['1', 'J75']","['https://mediadive.dsmz.de/medium/1', 'https://mediadive.dsmz.de/medium/J75']","['https://www.dsmz.de/collection/catalogue/details/culture/DSM-406', 'https://bacdive.dsmz.de/strain/826']"
Bacterium,Bacillus sp. DSM 411,https://mediadive.dsmz.de/strains/view/DSM 411,https://mediadive.dsmz.de/taxonomy?level=species&item=Bacillus sp.,['1'],['https://mediadive.dsmz.de/medium/1'],"['https://www.dsmz.de/collection/catalogue/details/culture/DSM-411', 'https://bacdive.dsmz.de/strain/827']"
Bacterium,Paracoccus denitrificans DSM 413,https://mediadive.dsmz.de/strains/view/DSM 413,https://mediadive.dsmz.de/taxonomy?level=species&item=Paracoccus denitrificans,"['1', '81', 'J22', '830']","['https://mediadive.dsmz.de/medium/1', 'https://mediadive.dsmz.de/medium/81', 'https://mediadive.dsmz.de/medium/J22', 'https://mediadive.dsmz.de/medium/830']","['https://www.dsmz.de/collection/catalogue/details/culture/DSM-413', 'https://bacdive.dsmz.de/strain/13693']"
Bacterium,Paracoccus pantotrophus DSM 415,https://mediadive.dsmz.de/strains/view/DSM 415,https://mediadive.dsmz.de/taxonomy?level=species&item=Paracoccus pantotrophus,"['1', '81']","['https://mediadive.dsmz.de/medium/1', 'https://mediadive.dsmz.de/medium/81']","['https://www.dsmz.de/collection/catalogue/details/culture/DSM-415', 'https://bacdive.dsmz.de/strain/13694']"
Bacterium,Cupriavidus necator DSM 416,https://mediadive.dsmz.de/strains/view/DSM 416,https://mediadive.dsmz.de/taxonomy?level=species&item=Cupriavidus necator,"['1', '55']","['https://mediadive.dsmz.de/medium/1', 'https://mediadive.dsmz.de/medium/55']","['https://www.dsmz.de/collection/catalogue/details/culture/DSM-416', 'https://bacdive.dsmz.de/strain/2005']"
Bacterium,Cupriavidus necator DSM 418,https://mediadive.dsmz.de/strains/view/DSM 418,https://mediadive.dsmz.de/taxonomy?level=species&item=Cupriavidus necator,"['1', '55']","['https://mediadive.dsmz.de/medium/1', 'https://mediadive.dsmz.de/medium/55']","['https://www.dsmz.de/collection/catalogue/details/culture/DSM-418', 'https://bacdive.dsmz.de/strain/2006']"
Bacterium,Paenarthrobacter ureafaciens DSM 419,https://mediadive.dsmz.de/strains/view/DSM 419,https://mediadive.dsmz.de/taxonomy?level=species&item=Paenarthrobacter ureafaciens,"['53', 'J475']","['https://mediadive.dsmz.de/medium/53', 'https://mediadive.dsmz.de/medium/J475']","['https://www.dsmz.de/collection/catalogue/details/culture/DSM-419', 'https://bacdive.dsmz.de/strain/7570']"
Bacterium,Paenarthrobacter nicotinovorans DSM 420,https://mediadive.dsmz.de/strains/view/DSM 420,https://mediadive.dsmz.de/taxonomy?level=species&item=Paenarthrobacter nicotinovorans,"['53', 'J22']","['https://mediadive.dsmz.de/medium/53', 'https://mediadive.dsmz.de/medium/J22']","['https://www.dsmz.de/collection/catalogue/details/culture/DSM-420', 'https://bacdive.dsmz.de/strain/7576']"
Bacterium,Cupriavidus necator DSM 422,https://mediadive.dsmz.de/strains/view/DSM 422,https://mediadive.dsmz.de/taxonomy?level=species&item=Cupriavidus necator,"['1', '55']","['https://mediadive.dsmz.de/medium/1', 'https://mediadive.dsmz.de/medium/55']","['https://www.dsmz.de/collection/catalogue/details/culture/DSM-422', 'https://bacdive.dsmz.de/strain/2007']"
Bacterium,Escherichia coli DSM 423,https://mediadive.dsmz.de/strains/view/DSM 423,https://mediadive.dsmz.de/taxonomy?level=species&item=Escherichia coli,['1'],['https://mediadive.dsmz.de/medium/1'],"['https://www.dsmz.de/collection/catalogue/details/culture/DSM-423', 'https://bacdive.dsmz.de/strain/4411']"
Bacterium,Zymomonas mobilis DSM 424,https://mediadive.dsmz.de/strains/view/DSM 424,https://mediadive.dsmz.de/taxonomy?level=species&item=Zymomonas mobilis,"['10*', 'J247']","['https://mediadive.dsmz.de/medium/10?strain=273', 'https://mediadive.dsmz.de/medium/J247']","['https://www.dsmz.de/collection/catalogue/details/culture/DSM-424', 'https://bacdive.dsmz.de/strain/14289']"
Bacterium,Flavobacterium sp. DSM 425,https://mediadive.dsmz.de/strains/view/DSM 425,https://mediadive.dsmz.de/taxonomy?level=species&item=Flavobacterium sp.,"['67', 'J22']","['https://mediadive.dsmz.de/medium/67', 'https://mediadive.dsmz.de/medium/J22']","['https://www.dsmz.de/collection/catalogue/details/culture/DSM-425', 'https://bacdive.dsmz.de/strain/5514']"
Bacterium,Escherichia coli DSM 426,https://mediadive.dsmz.de/strains/view/DSM 426,https://mediadive.dsmz.de/taxonomy?level=species&item=Escherichia coli,['1'],['https://mediadive.dsmz.de/medium/1'],"['https://www.dsmz.de/collection/catalogue/details/culture/DSM-426', 'https://bacdive.dsmz.de/strain/4412']"
Bacterium,Cupriavidus necator DSM 428,https://mediadive.dsmz.de/strains/view/DSM 428,https://mediadive.dsmz.de/taxonomy?level=species&item=Cupriavidus necator,"['1', '81', 'J27']","['https://mediadive.dsmz.de/medium/1', 'https://mediadive.dsmz.de/medium/81', 'https://mediadive.dsmz.de/medium/J27']","['https://www.dsmz.de/collection/catalogue/details/culture/DSM-428', 'https://bacdive.dsmz.de/strain/2008']"
Bacterium,Escherichia coli DSM 429,https://mediadive.dsmz.de/strains/view/DSM 429,https://mediadive.dsmz.de/taxonomy?level=species&item=Escherichia coli,['1'],['https://mediadive.dsmz.de/medium/1'],"['https://www.dsmz.de/collection/catalogue/details/culture/DSM-429', 'https://bacdive.dsmz.de/strain/4413']"
Bacterium,Cupriavidus necator DSM 430,https://mediadive.dsmz.de/strains/view/DSM 430,https://mediadive.dsmz.de/taxonomy?level=species&item=Cupriavidus necator,"['1*', '81*']","['https://mediadive.dsmz.de/medium/1?strain=278', 'https://mediadive.dsmz.de/medium/81?strain=278']","['https://www.dsmz.de/collection/catalogue/details/culture/DSM-430', 'https://bacdive.dsmz.de/strain/2009']"
Bacterium,Xanthobacter autotrophicus DSM 431,https://mediadive.dsmz.de/strains/view/DSM 431,https://mediadive.dsmz.de/taxonomy?level=species&item=Xanthobacter autotrophicus,"['1', '81', '428', 'J74']","['https://mediadive.dsmz.de/medium/1', 'https://mediadive.dsmz.de/medium/81', 'https://mediadive.dsmz.de/medium/428', 'https://mediadive.dsmz.de/medium/J74']","['https://www.dsmz.de/collection/catalogue/details/culture/DSM-431', 'https://bacdive.dsmz.de/strain/17419']"
Bacterium,Xanthobacter autotrophicus DSM 432,https://mediadive.dsmz.de/strains/view/DSM 432,https://mediadive.dsmz.de/taxonomy?level=species&item=Xanthobacter autotrophicus,"['1', '81', '428', 'J74']","['https://mediadive.dsmz.de/medium/1', 'https://mediadive.dsmz.de/medium/81', 'https://mediadive.dsmz.de/medium/428', 'https://mediadive.dsmz.de/medium/J74']","['https://www.dsmz.de/collection/catalogue/details/culture/DSM-432', 'https://bacdive.dsmz.de/strain/17420']"
Bacterium,Brevibacterium iodinum DSM 433,https://mediadive.dsmz.de/strains/view/DSM 433,https://mediadive.dsmz.de/taxonomy?level=species&item=Brevibacterium iodinum,['1'],['https://mediadive.dsmz.de/medium/1'],"['https://www.dsmz.de/collection/catalogue/details/culture/DSM-433', 'https://bacdive.dsmz.de/strain/1839']"
Bacterium,Myxococcus fulvus DSM 434,https://mediadive.dsmz.de/strains/view/DSM 434,https://mediadive.dsmz.de/taxonomy?level=species&item=Myxococcus fulvus,"['9', '67']","['https://mediadive.dsmz.de/medium/9', 'https://mediadive.dsmz.de/medium/67']","['https://www.dsmz.de/collection/catalogue/details/culture/DSM-434', 'https://bacdive.dsmz.de/strain/9592']"
Bacterium,Myxococcus xanthus DSM 435,https://mediadive.dsmz.de/strains/view/DSM 435,https://mediadive.dsmz.de/taxonomy?level=species&item=Myxococcus xanthus,"['1118*', '9*']","['https://mediadive.dsmz.de/medium/1118?strain=283', 'https://mediadive.dsmz.de/medium/9?strain=283']","['https://www.dsmz.de/collection/catalogue/details/culture/DSM-435', 'https://bacdive.dsmz.de/strain/9981']"
Bacterium,Chondromyces apiculatus DSM 436,https://mediadive.dsmz.de/strains/view/DSM 436,https://mediadive.dsmz.de/taxonomy?level=species&item=Chondromyces apiculatus,['9'],['https://mediadive.dsmz.de/medium/9'],"['https://www.dsmz.de/collection/catalogue/details/culture/DSM-436', 'https://bacdive.dsmz.de/strain/12012']"
Bacterium,Pseudomonas putida DSM 437,https://mediadive.dsmz.de/strains/view/DSM 437,https://mediadive.dsmz.de/taxonomy?level=species&item=Pseudomonas putida,['1a'],['https://mediadive.dsmz.de/medium/1a'],"['https://www.dsmz.de/collection/catalogue/details/culture/DSM-437', 'https://bacdive.dsmz.de/strain/12873']"
Bacterium,Sporolactobacillus laevolacticus DSM 442,https://mediadive.dsmz.de/strains/view/DSM 442,https://mediadive.dsmz.de/taxonomy?level=species&item=Sporolactobacillus laevolacticus,"['8', 'J77', '220']","['https://mediadive.dsmz.de/medium/8', 'https://mediadive.dsmz.de/medium/J77', 'https://mediadive.dsmz.de/medium/220']","['https://www.dsmz.de/collection/catalogue/details/culture/DSM-442', 'https://bacdive.dsmz.de/strain/14385']"
Bacterium,Sporolactobacillus laevolacticus DSM 444,https://mediadive.dsmz.de/strains/view/DSM 444,https://mediadive.dsmz.de/taxonomy?level=species&item=Sporolactobacillus laevolacticus,"['8', '830', 'J77']","['https://mediadive.dsmz.de/medium/8', 'https://mediadive.dsmz.de/medium/830', 'https://mediadive.dsmz.de/medium/J77']","['https://www.dsmz.de/collection/catalogue/details/culture/DSM-444', 'https://bacdive.dsmz.de/strain/14386']"
Bacterium,Bacillus sp. DSM 445,https://mediadive.dsmz.de/strains/view/DSM 445,https://mediadive.dsmz.de/taxonomy?level=species&item=Bacillus sp.,['8'],['https://mediadive.dsmz.de/medium/8'],"['https://www.dsmz.de/collection/catalogue/details/culture/DSM-445', 'https://bacdive.dsmz.de/strain/828']"
Bacterium,Alicyclobacillus acidocaldarius subsp. acidocaldarius DSM 446,https://mediadive.dsmz.de/strains/view/DSM 446,https://mediadive.dsmz.de/taxonomy?level=species&item=Alicyclobacillus acidocaldarius,"['402*', 'J101']","['https://mediadive.dsmz.de/medium/402?strain=289', 'https://mediadive.dsmz.de/medium/J101']","['https://www.dsmz.de/collection/catalogue/details/culture/DSM-446', 'https://bacdive.dsmz.de/strain/416']"
Bacterium,Alicyclobacillus acidocaldarius subsp. acidocaldarius DSM 448,https://mediadive.dsmz.de/strains/view/DSM 448,https://mediadive.dsmz.de/taxonomy?level=species&item=Alicyclobacillus acidocaldarius subsp. acidocaldarius,['402*'],['https://mediadive.dsmz.de/medium/402?strain=290'],"['https://www.dsmz.de/collection/catalogue/details/culture/DSM-448', 'https://bacdive.dsmz.de/strain/417']"
Bacterium,Alicyclobacillus acidocaldarius subsp. acidocaldarius DSM 449,https://mediadive.dsmz.de/strains/view/DSM 449,https://mediadive.dsmz.de/taxonomy?level=species&item=Alicyclobacillus acidocaldarius subsp. acidocaldarius,['402*'],['https://mediadive.dsmz.de/medium/402?strain=291'],"['https://www.dsmz.de/collection/catalogue/details/culture/DSM-449', 'https://bacdive.dsmz.de/strain/418']"
Bacterium,Alicyclobacillus acidocaldarius subsp. acidocaldarius DSM 451,https://mediadive.dsmz.de/strains/view/DSM 451,https://mediadive.dsmz.de/taxonomy?level=species&item=Alicyclobacillus acidocaldarius subsp. acidocaldarius,['402*'],['https://mediadive.dsmz.de/medium/402?strain=292'],"['https://www.dsmz.de/collection/catalogue/details/culture/DSM-451', 'https://bacdive.dsmz.de/strain/419']"
Bacterium,Alicyclobacillus acidocaldarius subsp. acidocaldarius DSM 452,https://mediadive.dsmz.de/strains/view/DSM 452,https://mediadive.dsmz.de/taxonomy?level=species&item=Alicyclobacillus acidocaldarius subsp. acidocaldarius,['402*'],['https://mediadive.dsmz.de/medium/402?strain=293'],"['https://www.dsmz.de/collection/catalogue/details/culture/DSM-452', 'https://bacdive.dsmz.de/strain/420']"
Bacterium,Alicyclobacillus acidocaldarius subsp. acidocaldarius DSM 453,https://mediadive.dsmz.de/strains/view/DSM 453,https://mediadive.dsmz.de/taxonomy?level=species&item=Alicyclobacillus acidocaldarius subsp. acidocaldarius,"['402*', 'J101']","['https://mediadive.dsmz.de/medium/402?strain=294', 'https://mediadive.dsmz.de/medium/J101']","['https://www.dsmz.de/collection/catalogue/details/culture/DSM-453', 'https://bacdive.dsmz.de/strain/421']"
Bacterium,Alicyclobacillus acidocaldarius subsp. acidocaldarius DSM 454,https://mediadive.dsmz.de/strains/view/DSM 454,https://mediadive.dsmz.de/taxonomy?level=species&item=Alicyclobacillus acidocaldarius subsp. acidocaldarius,['402*'],['https://mediadive.dsmz.de/medium/402?strain=295'],"['https://www.dsmz.de/collection/catalogue/details/culture/DSM-454', 'https://bacdive.dsmz.de/strain/422']"
Bacterium,Alicyclobacillus acidocaldarius subsp. acidocaldarius DSM 455,https://mediadive.dsmz.de/strains/view/DSM 455,https://mediadive.dsmz.de/taxonomy?level=species&item=Alicyclobacillus acidocaldarius subsp. acidocaldarius,['402*'],['https://mediadive.dsmz.de/medium/402?strain=296'],"['https://www.dsmz.de/collection/catalogue/details/culture/DSM-455', 'https://bacdive.dsmz.de/strain/423']"
Bacterium,Geobacillus stearothermophilus DSM 456,https://mediadive.dsmz.de/strains/view/DSM 456,https://mediadive.dsmz.de/taxonomy?level=species&item=Geobacillus stearothermophilus,['1'],['https://mediadive.dsmz.de/medium/1'],"['https://www.dsmz.de/collection/catalogue/details/culture/DSM-456', 'https://bacdive.dsmz.de/strain/1411']"
Bacterium,Geobacillus stearothermophilus DSM 457,https://mediadive.dsmz.de/strains/view/DSM 457,https://mediadive.dsmz.de/taxonomy?level=species&item=Geobacillus stearothermophilus,['1'],['https://mediadive.dsmz.de/medium/1'],"['https://www.dsmz.de/collection/catalogue/details/culture/DSM-457', 'https://bacdive.dsmz.de/strain/1412']"
Bacterium,Geobacillus stearothermophilus DSM 458,https://mediadive.dsmz.de/strains/view/DSM 458,https://mediadive.dsmz.de/taxonomy?level=species&item=Geobacillus stearothermophilus,['1'],['https://mediadive.dsmz.de/medium/1'],"['https://www.dsmz.de/collection/catalogue/details/culture/DSM-458', 'https://bacdive.dsmz.de/strain/1413']"
Bacterium,Bacillus smithii DSM 459,https://mediadive.dsmz.de/strains/view/DSM 459,https://mediadive.dsmz.de/taxonomy?level=species&item=Bacillus smithii,['1'],['https://mediadive.dsmz.de/medium/1'],"['https://www.dsmz.de/collection/catalogue/details/culture/DSM-459', 'https://bacdive.dsmz.de/strain/810']"
Bacterium,Bacillus smithii DSM 460,https://mediadive.dsmz.de/strains/view/DSM 460,https://mediadive.dsmz.de/taxonomy?level=species&item=Bacillus smithii,['1'],['https://mediadive.dsmz.de/medium/1'],"['https://www.dsmz.de/collection/catalogue/details/culture/DSM-460', 'https://bacdive.dsmz.de/strain/811']"
Bacterium,Lysinibacillus sphaericus DSM 461,https://mediadive.dsmz.de/strains/view/DSM 461,https://mediadive.dsmz.de/taxonomy?level=species&item=Lysinibacillus sphaericus,['1'],['https://mediadive.dsmz.de/medium/1'],"['https://www.dsmz.de/collection/catalogue/details/culture/DSM-461', 'https://bacdive.dsmz.de/strain/1523']"
Bacterium,Lysinibacillus sphaericus DSM 462,https://mediadive.dsmz.de/strains/view/DSM 462,https://mediadive.dsmz.de/taxonomy?level=species&item=Lysinibacillus sphaericus,['1'],['https://mediadive.dsmz.de/medium/1'],"['https://www.dsmz.de/collection/catalogue/details/culture/DSM-462', 'https://bacdive.dsmz.de/strain/1524']"
Bacterium,Lysinibacillus sphaericus DSM 463,https://mediadive.dsmz.de/strains/view/DSM 463,https://mediadive.dsmz.de/taxonomy?level=species&item=Lysinibacillus sphaericus,['1'],['https://mediadive.dsmz.de/medium/1'],"['https://www.dsmz.de/collection/catalogue/details/culture/DSM-463', 'https://bacdive.dsmz.de/strain/1525']"
Bacterium,Geobacillus thermodenitrificans subsp. thermodenitrificans DSM 465,https://mediadive.dsmz.de/strains/view/DSM 465,https://mediadive.dsmz.de/taxonomy?level=species&item=Geobacillus thermodenitrificans,['1'],['https://mediadive.dsmz.de/medium/1'],"['https://www.dsmz.de/collection/catalogue/details/culture/DSM-465', 'https://bacdive.dsmz.de/strain/1424']"
Bacterium,Geobacillus thermodenitrificans subsp. thermodenitrificans DSM 466,https://mediadive.dsmz.de/strains/view/DSM 466,https://mediadive.dsmz.de/taxonomy?level=species&item=Geobacillus thermodenitrificans subsp. thermodenitrificans,['1'],['https://mediadive.dsmz.de/medium/1'],"['https://www.dsmz.de/collection/catalogue/details/culture/DSM-466', 'https://bacdive.dsmz.de/strain/1425']"
Bacterium,Rhodospirillum rubrum DSM 467,https://mediadive.dsmz.de/strains/view/DSM 467,https://mediadive.dsmz.de/taxonomy?level=species&item=Rhodospirillum rubrum,['27'],['https://mediadive.dsmz.de/medium/27'],"['https://www.dsmz.de/collection/catalogue/details/culture/DSM-467', 'https://bacdive.dsmz.de/strain/14005']"
Bacterium,Rhodospirillum rubrum DSM 468,https://mediadive.dsmz.de/strains/view/DSM 468,https://mediadive.dsmz.de/taxonomy?level=species&item=Rhodospirillum rubrum,['27'],['https://mediadive.dsmz.de/medium/27'],"['https://www.dsmz.de/collection/catalogue/details/culture/DSM-468', 'https://bacdive.dsmz.de/strain/14006']"
Bacterium,Zymomonas mobilis DSM 473,https://mediadive.dsmz.de/strains/view/DSM 473,https://mediadive.dsmz.de/taxonomy?level=species&item=Zymomonas mobilis,['10*'],['https://mediadive.dsmz.de/medium/10?strain=309'],"['https://www.dsmz.de/collection/catalogue/details/culture/DSM-473', 'https://bacdive.dsmz.de/strain/14288']"
Bacterium,Bacillus sp. DSM 474,https://mediadive.dsmz.de/strains/view/DSM 474,https://mediadive.dsmz.de/taxonomy?level=species&item=Bacillus sp.,['1'],['https://mediadive.dsmz.de/medium/1'],"['https://www.dsmz.de/collection/catalogue/details/culture/DSM-474', 'https://bacdive.dsmz.de/strain/816']"
Bacterium,Bacillus sp. DSM 475,https://mediadive.dsmz.de/strains/view/DSM 475,https://mediadive.dsmz.de/taxonomy?level=species&item=Bacillus sp.,['1'],['https://mediadive.dsmz.de/medium/1'],"['https://www.dsmz.de/collection/catalogue/details/culture/DSM-475', 'https://bacdive.dsmz.de/strain/817']"
Bacterium,Bacillus sp. DSM 476,https://mediadive.dsmz.de/strains/view/DSM 476,https://mediadive.dsmz.de/taxonomy?level=species&item=Bacillus sp.,['1'],['https://mediadive.dsmz.de/medium/1'],"['https://www.dsmz.de/collection/catalogue/details/culture/DSM-476', 'https://bacdive.dsmz.de/strain/818']"
Bacterium,Bacillus sp. DSM 477,https://mediadive.dsmz.de/strains/view/DSM 477,https://mediadive.dsmz.de/taxonomy?level=species&item=Bacillus sp.,['1'],['https://mediadive.dsmz.de/medium/1'],"['https://www.dsmz.de/collection/catalogue/details/culture/DSM-477', 'https://bacdive.dsmz.de/strain/819']"
Bacterium,Bacillus sp. DSM 478,https://mediadive.dsmz.de/strains/view/DSM 478,https://mediadive.dsmz.de/taxonomy?level=species&item=Bacillus sp.,['1'],['https://mediadive.dsmz.de/medium/1'],"['https://www.dsmz.de/collection/catalogue/details/culture/DSM-478', 'https://bacdive.dsmz.de/strain/820']"
Bacterium,Bacillus sp. DSM 479,https://mediadive.dsmz.de/strains/view/DSM 479,https://mediadive.dsmz.de/taxonomy?level=species&item=Bacillus sp.,['1'],['https://mediadive.dsmz.de/medium/1'],"['https://www.dsmz.de/collection/catalogue/details/culture/DSM-479', 'https://bacdive.dsmz.de/strain/821']"
Bacterium,Bacillus sp. DSM 480,https://mediadive.dsmz.de/strains/view/DSM 480,https://mediadive.dsmz.de/taxonomy?level=species&item=Bacillus sp.,['1'],['https://mediadive.dsmz.de/medium/1'],"['https://www.dsmz.de/collection/catalogue/details/culture/DSM-480', 'https://bacdive.dsmz.de/strain/822']"
Bacterium,Bacillus sp. DSM 481,https://mediadive.dsmz.de/strains/view/DSM 481,https://mediadive.dsmz.de/taxonomy?level=species&item=Bacillus sp.,['1'],['https://mediadive.dsmz.de/medium/1'],"['https://www.dsmz.de/collection/catalogue/details/culture/DSM-481', 'https://bacdive.dsmz.de/strain/823']"
Bacterium,Bacillus sp. DSM 482,https://mediadive.dsmz.de/strains/view/DSM 482,https://mediadive.dsmz.de/taxonomy?level=species&item=Bacillus sp.,['1'],['https://mediadive.dsmz.de/medium/1'],"['https://www.dsmz.de/collection/catalogue/details/culture/DSM-482', 'https://bacdive.dsmz.de/strain/829']"
Bacterium,Caryophanon latum DSM 484,https://mediadive.dsmz.de/strains/view/DSM 484,https://mediadive.dsmz.de/taxonomy?level=species&item=Caryophanon latum,['34'],['https://mediadive.dsmz.de/medium/34'],"['https://www.dsmz.de/collection/catalogue/details/culture/DSM-484', 'https://bacdive.dsmz.de/strain/2288']"
Bacterium,Alkalihalobacillus alcalophilus DSM 485,https://mediadive.dsmz.de/strains/view/DSM 485,https://mediadive.dsmz.de/taxonomy?level=species&item=Alkalihalobacillus alcalophilus,"['31', 'J100']","['https://mediadive.dsmz.de/medium/31', 'https://mediadive.dsmz.de/medium/J100']","['https://www.dsmz.de/collection/catalogue/details/culture/DSM-485', 'https://bacdive.dsmz.de/strain/572']"
Bacterium,Bacillus cereus DSM 487,https://mediadive.dsmz.de/strains/view/DSM 487,https://mediadive.dsmz.de/taxonomy?level=species&item=Bacillus cereus,['1'],['https://mediadive.dsmz.de/medium/1'],"['https://www.dsmz.de/collection/catalogue/details/culture/DSM-487', 'https://bacdive.dsmz.de/strain/608']"
Bacterium,Lysinibacillus sphaericus DSM 488,https://mediadive.dsmz.de/strains/view/DSM 488,https://mediadive.dsmz.de/taxonomy?level=species&item=Lysinibacillus sphaericus,['1'],['https://mediadive.dsmz.de/medium/1'],"['https://www.dsmz.de/collection/catalogue/details/culture/DSM-488', 'https://bacdive.dsmz.de/strain/1527']"
Bacterium,Paenibacillus macquariensis subsp. macquariensis DSM 489,https://mediadive.dsmz.de/strains/view/DSM 489,https://mediadive.dsmz.de/taxonomy?level=species&item=Paenibacillus macquariensis subsp. macquariensis,['1'],['https://mediadive.dsmz.de/medium/1'],"['https://www.dsmz.de/collection/catalogue/details/culture/DSM-489', 'https://bacdive.dsmz.de/strain/11476']"
Bacterium,Virgibacillus pantothenticus DSM 490,https://mediadive.dsmz.de/strains/view/DSM 490,https://mediadive.dsmz.de/taxonomy?level=species&item=Virgibacillus pantothenticus,['1'],['https://mediadive.dsmz.de/medium/1'],"['https://www.dsmz.de/collection/catalogue/details/culture/DSM-490', 'https://bacdive.dsmz.de/strain/1470']"
Bacterium,Virgibacillus pantothenticus DSM 491,https://mediadive.dsmz.de/strains/view/DSM 491,https://mediadive.dsmz.de/taxonomy?level=species&item=Virgibacillus pantothenticus,['1'],['https://mediadive.dsmz.de/medium/1'],"['https://www.dsmz.de/collection/catalogue/details/culture/DSM-491', 'https://bacdive.dsmz.de/strain/1471']"
Bacterium,Bacillus pumilus DSM 492,https://mediadive.dsmz.de/strains/view/DSM 492,https://mediadive.dsmz.de/taxonomy?level=species&item=Bacillus pumilus,['1'],['https://mediadive.dsmz.de/medium/1'],"['https://www.dsmz.de/collection/catalogue/details/culture/DSM-492', 'https://bacdive.dsmz.de/strain/752']"
Bacterium,Lysinibacillus fusiformis DSM 493,https://mediadive.dsmz.de/strains/view/DSM 493,https://mediadive.dsmz.de/taxonomy?level=species&item=Lysinibacillus fusiformis,['1'],['https://mediadive.dsmz.de/medium/1'],"['https://www.dsmz.de/collection/catalogue/details/culture/DSM-493', 'https://bacdive.dsmz.de/strain/1520']"
Bacterium,Geobacillus stearothermophilus DSM 494,https://mediadive.dsmz.de/strains/view/DSM 494,https://mediadive.dsmz.de/taxonomy?level=species&item=Geobacillus stearothermophilus,"['1', '428']","['https://mediadive.dsmz.de/medium/1', 'https://mediadive.dsmz.de/medium/428']","['https://www.dsmz.de/collection/catalogue/details/culture/DSM-494', 'https://bacdive.dsmz.de/strain/1414']"
Bacterium,Desulfovibrio sp. DSM 496,https://mediadive.dsmz.de/strains/view/DSM 496,https://mediadive.dsmz.de/taxonomy?level=species&item=Desulfovibrio sp.,['63'],['https://mediadive.dsmz.de/medium/63'],"['https://www.dsmz.de/collection/catalogue/details/culture/DSM-496', 'https://bacdive.dsmz.de/strain/4085']"
Bacterium,Halalkalibacterium halodurans DSM 497,https://mediadive.dsmz.de/strains/view/DSM 497,https://mediadive.dsmz.de/taxonomy?level=species&item=Halalkalibacterium halodurans,['31'],['https://mediadive.dsmz.de/medium/31'],"['https://www.dsmz.de/collection/catalogue/details/culture/DSM-497', 'https://bacdive.dsmz.de/strain/1112']"
Bacterium,Escherichia coli DSM 498,https://mediadive.dsmz.de/strains/view/DSM 498,https://mediadive.dsmz.de/taxonomy?level=species&item=Escherichia coli,['1'],['https://mediadive.dsmz.de/medium/1'],"['https://www.dsmz.de/collection/catalogue/details/culture/DSM-498', 'https://bacdive.dsmz.de/strain/4414']"
