Organism Group,Name,Name Link,Taxonomy Link,Growth Media Links,External Links
Bacterium,Lysinibacillus fusiformis DSM 493,/strains/view/DSM 493,/taxonomy?level=species&item=Lysinibacillus fusiformis,['/medium/1'],"['https://www.dsmz.de/collection/catalogue/details/culture/DSM-493', 'https://bacdive.dsmz.de/strain/1520']"
Bacterium,Geobacillus stearothermophilus DSM 494,/strains/view/DSM 494,/taxonomy?level=species&item=Geobacillus stearothermophilus,"['/medium/1', '/medium/428']","['https://www.dsmz.de/collection/catalogue/details/culture/DSM-494', 'https://bacdive.dsmz.de/strain/1414']"
Bacterium,Desulfovibrio sp. DSM 496,/strains/view/DSM 496,/taxonomy?level=species&item=Desulfovibrio sp.,['/medium/63'],"['https://www.dsmz.de/collection/catalogue/details/culture/DSM-496', 'https://bacdive.dsmz.de/strain/4085']"
Bacterium,Halalkalibacterium halodurans DSM 497,/strains/view/DSM 497,/taxonomy?level=species&item=Halalkalibacterium halodurans,['/medium/31'],"['https://www.dsmz.de/collection/catalogue/details/culture/DSM-497', 'https://bacdive.dsmz.de/strain/1112']"
Bacterium,Escherichia coli DSM 498,/strains/view/DSM 498,/taxonomy?level=species&item=Escherichia coli,['/medium/1'],"['https://www.dsmz.de/collection/catalogue/details/culture/DSM-498', 'https://bacdive.dsmz.de/strain/4414']"
Bacterium,Escherichia coli DSM 499,/strains/view/DSM 499,/taxonomy?level=species&item=Escherichia coli,"['/medium/1', '/medium/381']","['https://www.dsmz.de/collection/catalogue/details/culture/DSM-499', 'https://bacdive.dsmz.de/strain/4415']"
Bacterium,Escherichia coli DSM 500,/strains/view/DSM 500,/taxonomy?level=species&item=Escherichia coli,['/medium/1'],"['https://www.dsmz.de/collection/catalogue/details/culture/DSM-500', 'https://bacdive.dsmz.de/strain/4416']"
Bacterium,Escherichia coli DSM 501,/strains/view/DSM 501,/taxonomy?level=species&item=Escherichia coli,"['/medium/1', '/medium/381']","['https://www.dsmz.de/collection/catalogue/details/culture/DSM-501', 'https://bacdive.dsmz.de/strain/4417']"
Bacterium,Escherichia coli DSM 502,/strains/view/DSM 502,/taxonomy?level=species&item=Escherichia coli,['/medium/1'],"['https://www.dsmz.de/collection/catalogue/details/culture/DSM-502', 'https://bacdive.dsmz.de/strain/4418']"
Bacterium,Acidithiobacillus thiooxidans DSM 504,/strains/view/DSM 504,/taxonomy?level=species&item=Acidithiobacillus thiooxidans,"['/medium/35', '/medium/J93']","['https://www.dsmz.de/collection/catalogue/details/culture/DSM-504', 'https://bacdive.dsmz.de/strain/121']"
Bacterium,Thiobacillus thioparus DSM 505,/strains/view/DSM 505,/taxonomy?level=species&item=Thiobacillus thioparus,"['/medium/36', '/medium/J89']","['https://www.dsmz.de/collection/catalogue/details/culture/DSM-505', 'https://bacdive.dsmz.de/strain/6145']"
Bacterium,Starkeya novella DSM 506,/strains/view/DSM 506,/taxonomy?level=species&item=Starkeya novella,"['/medium/69', '/medium/535', '/medium/J74']","['https://www.dsmz.de/collection/catalogue/details/culture/DSM-506', 'https://bacdive.dsmz.de/strain/17415']"
Bacterium,Aliivibrio fischeri DSM 507,/strains/view/DSM 507,/taxonomy?level=species&item=Aliivibrio fischeri,"['/medium/514c', '/medium/J118']","['https://www.dsmz.de/collection/catalogue/details/culture/DSM-507', 'https://bacdive.dsmz.de/strain/17248']"
Bacterium,Bacillus cereus DSM 508,/strains/view/DSM 508,/taxonomy?level=species&item=Bacillus cereus,['/medium/1'],"['https://www.dsmz.de/collection/catalogue/details/culture/DSM-508', 'https://bacdive.dsmz.de/strain/609']"
Bacterium,Priestia megaterium DSM 509,/strains/view/DSM 509,/taxonomy?level=species&item=Priestia megaterium,['/medium/1'],"['https://www.dsmz.de/collection/catalogue/details/culture/DSM-509', 'https://bacdive.dsmz.de/strain/721']"
Bacterium,Priestia megaterium DSM 510,/strains/view/DSM 510,/taxonomy?level=species&item=Priestia megaterium,['/medium/1'],"['https://www.dsmz.de/collection/catalogue/details/culture/DSM-510', 'https://bacdive.dsmz.de/strain/722']"
Bacterium,Vitreoscilla stercoraria DSM 513,/strains/view/DSM 513,/taxonomy?level=species&item=Vitreoscilla stercoraria,['/medium/34?strain=343'],"['https://www.dsmz.de/collection/catalogue/details/culture/DSM-513', 'https://bacdive.dsmz.de/strain/10506']"
Bacterium,Cupriavidus necator DSM 515,/strains/view/DSM 515,/taxonomy?level=species&item=Cupriavidus necator,"['/medium/1', '/medium/81', '/medium/J27']","['https://www.dsmz.de/collection/catalogue/details/culture/DSM-515', 'https://bacdive.dsmz.de/strain/2010']"
Bacterium,Cupriavidus necator DSM 516,/strains/view/DSM 516,/taxonomy?level=species&item=Cupriavidus necator,"['/medium/1', '/medium/81']","['https://www.dsmz.de/collection/catalogue/details/culture/DSM-516', 'https://bacdive.dsmz.de/strain/2011']"
Bacterium,Cupriavidus necator DSM 517,/strains/view/DSM 517,/taxonomy?level=species&item=Cupriavidus necator,"['/medium/1', '/medium/81']","['https://www.dsmz.de/collection/catalogue/details/culture/DSM-517', 'https://bacdive.dsmz.de/strain/2012']"
Bacterium,Cupriavidus necator DSM 518,/strains/view/DSM 518,/taxonomy?level=species&item=Cupriavidus necator,"['/medium/1', '/medium/81']","['https://www.dsmz.de/collection/catalogue/details/culture/DSM-518', 'https://bacdive.dsmz.de/strain/2013']"
Bacterium,Acetoanaerobium sticklandii DSM 519,/strains/view/DSM 519,/taxonomy?level=species&item=Acetoanaerobium sticklandii,"['/medium/38', '/medium/J1130']","['https://www.dsmz.de/collection/catalogue/details/culture/DSM-519', 'https://bacdive.dsmz.de/strain/2717']"
Bacterium,Paenibacillus xerothermodurans DSM 520,/strains/view/DSM 520,/taxonomy?level=species&item=Paenibacillus xerothermodurans,['/medium/1484'],"['https://www.dsmz.de/collection/catalogue/details/culture/DSM-520', 'https://bacdive.dsmz.de/strain/830']"
Bacterium,Moorella thermoacetica DSM 521,/strains/view/DSM 521,/taxonomy?level=species&item=Moorella thermoacetica,"['/medium/60', '/medium/J221']","['https://www.dsmz.de/collection/catalogue/details/culture/DSM-521', 'https://bacdive.dsmz.de/strain/16811']"
Bacterium,Clostridium sp. DSM 523,/strains/view/DSM 523,/taxonomy?level=species&item=Clostridium sp.,['/medium/54b'],"['https://www.dsmz.de/collection/catalogue/details/culture/DSM-523', 'https://bacdive.dsmz.de/strain/2667']"
Bacterium,Clostridium pasteurianum DSM 525,/strains/view/DSM 525,/taxonomy?level=species&item=Clostridium pasteurianum,"['/medium/54b', '/medium/J13', '/medium/J14']","['https://www.dsmz.de/collection/catalogue/details/culture/DSM-525', 'https://bacdive.dsmz.de/strain/2626']"
Bacterium,Clostridium pasteurianum DSM 526,/strains/view/DSM 526,/taxonomy?level=species&item=Clostridium pasteurianum,['/medium/54b'],"['https://www.dsmz.de/collection/catalogue/details/culture/DSM-526', 'https://bacdive.dsmz.de/strain/2627']"
Bacterium,Chitinophaga filiformis DSM 527,/strains/view/DSM 527,/taxonomy?level=species&item=Chitinophaga filiformis,"['/medium/1550', '/medium/J12']","['https://www.dsmz.de/collection/catalogue/details/culture/DSM-527', 'https://bacdive.dsmz.de/strain/17744']"
Bacterium,Clostridium tetanomorphum DSM 528,/strains/view/DSM 528,/taxonomy?level=species&item=Clostridium tetanomorphum,['/medium/110'],"['https://www.dsmz.de/collection/catalogue/details/culture/DSM-528', 'https://bacdive.dsmz.de/strain/2725']"
Bacterium,Cupriavidus necator DSM 529,/strains/view/DSM 529,/taxonomy?level=species&item=Cupriavidus necator,"['/medium/1', '/medium/81']","['https://www.dsmz.de/collection/catalogue/details/culture/DSM-529', 'https://bacdive.dsmz.de/strain/1998']"
Bacterium,Cupriavidus necator DSM 530,/strains/view/DSM 530,/taxonomy?level=species&item=Cupriavidus necator,"['/medium/1', '/medium/81']","['https://www.dsmz.de/collection/catalogue/details/culture/DSM-530', 'https://bacdive.dsmz.de/strain/1999']"
Bacterium,Cupriavidus necator DSM 531,/strains/view/DSM 531,/taxonomy?level=species&item=Wautersia eutropha,"['/medium/1', '/medium/81', '/medium/J27']","['https://www.dsmz.de/collection/catalogue/details/culture/DSM-531', 'https://bacdive.dsmz.de/strain/2000']"
Bacterium,Pseudonocardia autotrophica DSM 535,/strains/view/DSM 535,/taxonomy?level=species&item=Pseudonocardia autotrophica,"['/medium/65', '/medium/535', '/medium/J57']","['https://www.dsmz.de/collection/catalogue/details/culture/DSM-535', 'https://bacdive.dsmz.de/strain/13324']"
Bacterium,Cupriavidus necator DSM 538,/strains/view/DSM 538,/taxonomy?level=species&item=Cupriavidus necator,"['/medium/1', '/medium/81']","['https://www.dsmz.de/collection/catalogue/details/culture/DSM-538', 'https://bacdive.dsmz.de/strain/2001']"
Bacterium,Cupriavidus necator DSM 539,/strains/view/DSM 539,/taxonomy?level=species&item=Cupriavidus necator,"['/medium/1', '/medium/81']","['https://www.dsmz.de/collection/catalogue/details/culture/DSM-539', 'https://bacdive.dsmz.de/strain/2002']"
Bacterium,Cupriavidus necator DSM 540,/strains/view/DSM 540,/taxonomy?level=species&item=Cupriavidus necator,"['/medium/1', '/medium/81']","['https://www.dsmz.de/collection/catalogue/details/culture/DSM-540', 'https://bacdive.dsmz.de/strain/2003']"
Bacterium,Cupriavidus necator DSM 541,/strains/view/DSM 541,/taxonomy?level=species&item=Cupriavidus necator,"['/medium/1', '/medium/81']","['https://www.dsmz.de/collection/catalogue/details/culture/DSM-541', 'https://bacdive.dsmz.de/strain/2004']"
Bacterium,Cupriavidus necator DSM 542,/strains/view/DSM 542,/taxonomy?level=species&item=Cupriavidus necator,"['/medium/1', '/medium/81']","['https://www.dsmz.de/collection/catalogue/details/culture/DSM-542', 'https://bacdive.dsmz.de/strain/2014']"
Bacterium,Cupriavidus necator DSM 543,/strains/view/DSM 543,/taxonomy?level=species&item=Cupriavidus necator,"['/medium/1', '/medium/81']","['https://www.dsmz.de/collection/catalogue/details/culture/DSM-543', 'https://bacdive.dsmz.de/strain/2015']"
Bacterium,Cupriavidus necator DSM 544,/strains/view/DSM 544,/taxonomy?level=species&item=Cupriavidus necator,"['/medium/1', '/medium/81']","['https://www.dsmz.de/collection/catalogue/details/culture/DSM-544', 'https://bacdive.dsmz.de/strain/2016']"
Bacterium,Cupriavidus necator DSM 545,/strains/view/DSM 545,/taxonomy?level=species&item=Cupriavidus necator,"['/medium/1', '/medium/81']","['https://www.dsmz.de/collection/catalogue/details/culture/DSM-545', 'https://bacdive.dsmz.de/strain/2017']"
Bacterium,Cupriavidus necator DSM 546,/strains/view/DSM 546,/taxonomy?level=species&item=Cupriavidus necator,"['/medium/1', '/medium/81']","['https://www.dsmz.de/collection/catalogue/details/culture/DSM-546', 'https://bacdive.dsmz.de/strain/2018']"
Bacterium,Cupriavidus necator DSM 547,/strains/view/DSM 547,/taxonomy?level=species&item=Cupriavidus necator,"['/medium/1', '/medium/81']","['https://www.dsmz.de/collection/catalogue/details/culture/DSM-547', 'https://bacdive.dsmz.de/strain/2019']"
Bacterium,Acidovorax facilis DSM 550,/strains/view/DSM 550,/taxonomy?level=species&item=Acidovorax facilis,"['/medium/1', '/medium/81']","['https://www.dsmz.de/collection/catalogue/details/culture/DSM-550', 'https://bacdive.dsmz.de/strain/2886']"
Bacterium,Cupriavidus necator DSM 551,/strains/view/DSM 551,/taxonomy?level=species&item=Cupriavidus necator,"['/medium/1', '/medium/81']","['https://www.dsmz.de/collection/catalogue/details/culture/DSM-551', 'https://bacdive.dsmz.de/strain/2020']"
Bacterium,Clostridium beijerinckii DSM 552,/strains/view/DSM 552,/taxonomy?level=species&item=Clostridium butyricum,"['/medium/48', '/medium/110']","['https://www.dsmz.de/collection/catalogue/details/culture/DSM-552', 'https://bacdive.dsmz.de/strain/2547']"
Bacterium,Salmonella enterica subsp. enterica DSM 554,/strains/view/DSM 554,/taxonomy?level=species&item=Salmonella enterica subsp. enterica,['/medium/1?strain=373'],"['https://www.dsmz.de/collection/catalogue/details/culture/DSM-554', 'https://bacdive.dsmz.de/strain/5103']"
Bacterium,Clostridium kluyveri DSM 555,/strains/view/DSM 555,/taxonomy?level=species&item=Clostridium kluyveri,['/medium/52'],"['https://www.dsmz.de/collection/catalogue/details/culture/DSM-555', 'https://bacdive.dsmz.de/strain/2606']"
Bacterium,Clostridium kluyveri DSM 556,/strains/view/DSM 556,/taxonomy?level=species&item=Clostridium kluyveri,['/medium/52'],"['https://www.dsmz.de/collection/catalogue/details/culture/DSM-556', 'https://bacdive.dsmz.de/strain/2607']"
Bacterium,Clostridium kluyveri DSM 557,/strains/view/DSM 557,/taxonomy?level=species&item=Clostridium kluyveri,['/medium/52'],"['https://www.dsmz.de/collection/catalogue/details/culture/DSM-557', 'https://bacdive.dsmz.de/strain/2608']"
Bacterium,Clostridium kluyveri DSM 562,/strains/view/DSM 562,/taxonomy?level=species&item=Clostridium kluyveri,['/medium/52'],"['https://www.dsmz.de/collection/catalogue/details/culture/DSM-562', 'https://bacdive.dsmz.de/strain/2609']"
Bacterium,Clostridium kluyveri DSM 563,/strains/view/DSM 563,/taxonomy?level=species&item=Clostridium kluyveri,['/medium/52'],"['https://www.dsmz.de/collection/catalogue/details/culture/DSM-563', 'https://bacdive.dsmz.de/strain/2610']"
Bacterium,Clostridium kluyveri DSM 564,/strains/view/DSM 564,/taxonomy?level=species&item=Clostridium kluyveri,['/medium/52'],"['https://www.dsmz.de/collection/catalogue/details/culture/DSM-564', 'https://bacdive.dsmz.de/strain/2611']"
Bacterium,Sphaerotilus montanus DSM 565,/strains/view/DSM 565,/taxonomy?level=species&item=Sphaerotilus montanus,['/medium/51'],"['https://www.dsmz.de/collection/catalogue/details/culture/DSM-565', 'https://bacdive.dsmz.de/strain/17939']"
Bacterium,Sphaerotilus hippei DSM 566,/strains/view/DSM 566,/taxonomy?level=species&item=Sphaerotilus hippei,['/medium/51'],"['https://www.dsmz.de/collection/catalogue/details/culture/DSM-566', 'https://bacdive.dsmz.de/strain/17941']"
Bacterium,Thermoanaerobacter thermohydrosulfuricus DSM 567,/strains/view/DSM 567,/taxonomy?level=species&item=Thermoanaerobacter thermohydrosulfuricus,['/medium/61'],"['https://www.dsmz.de/collection/catalogue/details/culture/DSM-567', 'https://bacdive.dsmz.de/strain/16824']"
Bacterium,Thermoanaerobacter sp. DSM 568,/strains/view/DSM 568,/taxonomy?level=species&item=Thermoanaerobacter thermohydrosulfuricus,['/medium/61'],"['https://www.dsmz.de/collection/catalogue/details/culture/DSM-568', 'https://bacdive.dsmz.de/strain/16825']"
Bacterium,Thermoanaerobacter thermohydrosulfuricus DSM 569,/strains/view/DSM 569,/taxonomy?level=species&item=Thermoanaerobacter thermohydrosulfuricus,['/medium/61'],"['https://www.dsmz.de/collection/catalogue/details/culture/DSM-569', 'https://bacdive.dsmz.de/strain/16826']"
Bacterium,Thermoanaerobacter thermohydrosulfuricus DSM 570,/strains/view/DSM 570,/taxonomy?level=species&item=Thermoanaerobacter thermohydrosulfuricus,['/medium/61'],"['https://www.dsmz.de/collection/catalogue/details/culture/DSM-570', 'https://bacdive.dsmz.de/strain/16827']"
Bacterium,Thermoanaerobacterium thermosaccharolyticum DSM 571,/strains/view/DSM 571,/taxonomy?level=species&item=Thermoanaerobacterium thermosaccharolyticum,['/medium/61'],"['https://www.dsmz.de/collection/catalogue/details/culture/DSM-571', 'https://bacdive.dsmz.de/strain/18044']"
Bacterium,Thermoanaerobacterium thermosaccharolyticum DSM 572,/strains/view/DSM 572,/taxonomy?level=species&item=Thermoanaerobacterium thermosaccharolyticum,['/medium/61'],"['https://www.dsmz.de/collection/catalogue/details/culture/DSM-572', 'https://bacdive.dsmz.de/strain/18045']"
Bacterium,Thermoanaerobacterium thermosaccharolyticum DSM 573,/strains/view/DSM 573,/taxonomy?level=species&item=Thermoanaerobacterium thermosaccharolyticum,['/medium/61'],"['https://www.dsmz.de/collection/catalogue/details/culture/DSM-573', 'https://bacdive.dsmz.de/strain/18046']"
Bacterium,Desulfotomaculum nigrificans DSM 574,/strains/view/DSM 574,/taxonomy?level=species&item=Desulfotomaculum nigrificans,['/medium/63'],"['https://www.dsmz.de/collection/catalogue/details/culture/DSM-574', 'https://bacdive.dsmz.de/strain/11792']"
Bacterium,Desulfotomaculum nigrificans DSM 575,/strains/view/DSM 575,/taxonomy?level=species&item=Desulfotomaculum nigrificans,['/medium/63'],"['https://www.dsmz.de/collection/catalogue/details/culture/DSM-575', 'https://bacdive.dsmz.de/strain/11793']"
Bacterium,Azotobacter vinelandii DSM 576,/strains/view/DSM 576,/taxonomy?level=species&item=Azotobacter vinelandii,"['/medium/3', '/medium/441']","['https://www.dsmz.de/collection/catalogue/details/culture/DSM-576', 'https://bacdive.dsmz.de/strain/12747']"
Bacterium,Bacillus sp. DSM 578,/strains/view/DSM 578,/taxonomy?level=species&item=Bacillus sp.,['/medium/73'],"['https://www.dsmz.de/collection/catalogue/details/culture/DSM-578', 'https://bacdive.dsmz.de/strain/833']"
Bacterium,Thermus thermophilus DSM 579,/strains/view/DSM 579,/taxonomy?level=species&item=Thermus thermophilus,"['/medium/74', '/medium/878', '/medium/J273']","['https://www.dsmz.de/collection/catalogue/details/culture/DSM-579', 'https://bacdive.dsmz.de/strain/16717']"
Bacterium,Halothiobacillus neapolitanus DSM 581,/strains/view/DSM 581,/taxonomy?level=species&item=Halothiobacillus neapolitanus,['/medium/68'],"['https://www.dsmz.de/collection/catalogue/details/culture/DSM-581', 'https://bacdive.dsmz.de/strain/6088']"
Bacterium,Paracoccus versutus DSM 582,/strains/view/DSM 582,/taxonomy?level=species&item=Paracoccus versutus,"['/medium/69', '/medium/J26', '/medium/220']","['https://www.dsmz.de/collection/catalogue/details/culture/DSM-582', 'https://bacdive.dsmz.de/strain/13705']"
Bacterium,Acidithiobacillus ferrooxidans DSM 583,/strains/view/DSM 583,/taxonomy?level=species&item=Acidithiobacillus ferrooxidans,"['/medium/70', '/medium/882?strain=396']","['https://www.dsmz.de/collection/catalogue/details/culture/DSM-583', 'https://bacdive.dsmz.de/strain/111']"
Bacterium,Acidithiobacillus ferrooxidans DSM 584,/strains/view/DSM 584,/taxonomy?level=species&item=Acidithiobacillus ferrooxidans,['/medium/71'],"['https://www.dsmz.de/collection/catalogue/details/culture/DSM-584', 'https://bacdive.dsmz.de/strain/112']"
Bacterium,Acidithiobacillus ferrooxidans DSM 585,/strains/view/DSM 585,/taxonomy?level=species&item=Acidithiobacillus ferrooxidans,['/medium/71?strain=398'],"['https://www.dsmz.de/collection/catalogue/details/culture/DSM-585', 'https://bacdive.dsmz.de/strain/113']"
Bacterium,Acinetobacter sp. DSM 586,/strains/view/DSM 586,/taxonomy?level=species&item=Acinetobacter sp.,['/medium/1'],"['https://www.dsmz.de/collection/catalogue/details/culture/DSM-586', 'https://bacdive.dsmz.de/strain/8067']"
Bacterium,Acinetobacter sp. DSM 587,/strains/view/DSM 587,/taxonomy?level=species&item=Acinetobacter sp.,['/medium/75'],"['https://www.dsmz.de/collection/catalogue/details/culture/DSM-587', 'https://bacdive.dsmz.de/strain/8068']"
Bacterium,Acinetobacter sp. DSM 588,/strains/view/DSM 588,/taxonomy?level=species&item=Acinetobacter sp.,"['/medium/75', '/medium/220']","['https://www.dsmz.de/collection/catalogue/details/culture/DSM-588', 'https://bacdive.dsmz.de/strain/8069']"
Bacterium,Herpetosiphon giganteus DSM 589,/strains/view/DSM 589,/taxonomy?level=species&item=Herpetosiphon giganteus,['/medium/67'],"['https://www.dsmz.de/collection/catalogue/details/culture/DSM-589', 'https://bacdive.dsmz.de/strain/6128']"
